id,En_symbol,part of,math,math formula,Tex formula,unit of measure,vars,Ro description,En description,En wiki
,,m,Delta t_s,,,,,intervalul de timp în S 'I' care se deplasează faţă de SI cu viteza v,the time interval in S 'I' moving with velocity v against SI,
,,"o,m,r",delta,r_2 - r_1,r_2 - r_1,m,,Diferenţa de drum geometric,the difference of geometric path,
,,"o,m,r"," r_1 , r_2",,,,,distanţele de la sursele coerente S1 respectiv S2 la punctul în care are loc interferenţa a două unde,the distances from the coherent sources S1 respectively S2 to the point where two waves interference succeed ,
,,"o,m,r",delta,n * (r_2 - r_1),n * (r_2 - r_1),m,,Diferenţa de drum optic,optical path difference,https://en.wikipedia.org/wiki/Optical_path_length
,,"o,m,r",n,,,,,indicele de refracţie al mediului străbătut de lumină,the refractive index of the environment passed by the light,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",x_2 - x_1,k * lambda,k * \lambda,m,,condiţia ca punctele aflate pe direcţia de propagare a undei să oscileze în fază,the refractive index of the environment passed by the light,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,"o,m,r","x_1 , x_2",,,,,distanţele de la sursă la două puncte aflate pe aceeaşi direcţie,distances from the source to two points located on the same direction,
,,"o,m,r",x_2 - x_1,(2*k + 1) * lambda/2,(2*k + 1) * \lambda/2,m,,condiţia ca punctele aflate pe direcţia de propagare a undei să oscileze în opoziţie de fază,the condition that the points in the direction of wave propagation to oscillate in opposition phase ,https://en.wikipedia.org/wiki/Oscillation
,,"o,m,r",n * (r_2 - r_1),2*k * lambda/2,2*k * \lambda/2,m,,condiţia de maxim de interferenţă folosind dispozitivul Young,the condition of maximum interference using the Young device,https://en.wikipedia.org/wiki/Electromagnetic_interference
,,"o,m,r",n,,,,,indicele de refracţie al mediului,the refractive index of the environment,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",r_2 - r_1,,,,,diferenţa de drum geometric de la sursele coerente până in punctul de interferenţă,geometric path difference from coherent sources to the point of interference,https://en.wikipedia.org/wiki/Electromagnetic_interference
,,"o,m,r",k,,,,,ordin de interferenţă,order of interference,https://en.wikipedia.org/wiki/Electromagnetic_interference
,,"o,m,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,"o,m,r",n * (r_2 - r_1),(2*k + 1) * lambda/2,(2*k + 1) * \lambda/2,m,,condiţia de minim de interferenţă folosind dispozitivul Young,the condition of the minimum of interference using the device Young,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",n,,,,,indicele de refracţie al mediului,the refractive index of the environment,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",r_2 - r_1,,,,,diferenţa de drum geometric de la sursele coerente până în punctul de interferenţa,geometrical path difference of the coherent source to the point of interference,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",k,,,,,ordin de interferenţă,order of interference,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,"o,m,r",delta,2 * n * d * cos(r) + lambda/2,2 * n * d * \cos(r) + \lambda/2,m,,diferenţa de drum optic dintre razele care interfera la lama cu feţe plan-paralele,optical path difference between the rays that interfere to the blade with the plan-parallel faces,
,,"o,m,r",n,,,,,indicele de refracţie al lamei,the refractive index of the blade,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",d,,,,,grosimea lamei,blade thickness,
,,"o,m,r",r,,,,,unghi de refracţie,angle of refraction,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,"o,m,r",delta,2 * n * d + lambda/2,2 * n * d + \lambda/2,m,,diferenţa de drum optic dintre razele care interfera la lama cu feţe plan-paralele la incidenţă normală,optical path difference between the rays that interfere to the blade with the plan-parallel faces at normal incidence,
,,"o,m,r",/_ i,0,0,rad,,unghi de incidenţă,angle of incidence,https://en.wikipedia.org/wiki/Angle_of_incidence_(optics)
,,"o,m,r",k * lambda,2 * n * d_k + lambda/2,2 * n * d_k + \lambda/2,,,condiţia de maxim de interferenţă pentru franjele localizate pe pana optică,the condition of maximum interference for the fringes localized on optical wedge,https://en.wikipedia.org/wiki/Interference_(wave_propagation)
,,"o,m,r",alpha * i,d_{k + 1} - d_k,d_{k + 1} - d_k,,,condiţia de maxim de interferenţă pentru franjele localizate pe pana optică,the condition of maximum interference for the fringes localized on optical wedge,https://en.wikipedia.org/wiki/Interference_(wave_propagation)
,,"o,m,r",alpha * i,,,,,unghiul penei optice,optical wedge angle,https://en.wikipedia.org/wiki/Wedge_prism
,,"o,m,r",n,,,,,indice de refracţie al penei optice,refractive index of the optical wedge,https://en.wikipedia.org/wiki/Refractive_index
,,"o,m,r",d_k,,,,,o grosime oarecare a penei pentru care există maxim de interferenţă,some thickness of the wedge for which the maximum interference exist,https://en.wikipedia.org/wiki/Wedge_prism
,,"o,m,r",k,,,1,,ordinul de interferenţă,order of interference,https://en.wikipedia.org/wiki/Interference_(wave_propagation)
,,"o,m,r",lambda,,,m,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,"o,m,r",i,,,,,interfranja,interfrange,
,,"o,m,r",delta,l * (sin(i) pm sin(alpha)),l * (\sin(i) \pm \sin(\alpha)),m,,diferenţa de drum optic între undele difractate sub unghiul alfa pe o reţea de difracţie,optical path difference between diffracted waves under the alpha angle on a diffraction net ,https://en.wikipedia.org/wiki/Diffraction
,,"o,m,r",delta,2 * k * lambda/2,2 * k * \lambda/2,m,,condiţia de maxim de difracţie,the condition of the maximum diffraction,https://en.wikipedia.org/wiki/Diffraction
,,"o,m,r",delta,(2 * k + 1) * lambda/2,(2 * k + 1) * \lambda/2,m,,condiţia de minim de difracţie,the condition of the minimum diffraction,https://en.wikipedia.org/wiki/Diffraction
,,"o,m,r",k,naturalNumber,naturalNumber,1,,număr natural,natural number,https://en.wikipedia.org/wiki/Natural_number
,,"o,m,r",l,,,,,constanta reţelei optice,optical net constant  ,
,,"o,m,r",i,,,,,unghiul de incidenţă pe reţea,the angle of incidence on the net,https://en.wikipedia.org/wiki/Angle_of_incidence_(optics)
,,"o,m,r",alpha,,,,,unghiul de difracţie,the angle of diffraction,https://en.wikipedia.org/wiki/Diffraction
,,"o,m,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,t,Q_2,abs(Q_1),\abs(Q_1),J,,Ecuaţia calorimetrică,calorimeters equation,https://en.wikipedia.org/wiki/Calorimeter_constant
,,t,Q_1,,,J,,căldura cedată de corpul mai cald,the heat ceded from the warmer body ,https://en.wikipedia.org/wiki/Heat
,,t,Q_2,,,J,,căldura primită de corpul mai rece,the heat received from the colder body ,https://en.wikipedia.org/wiki/Heat
,,m,x,f_1(t),f_1(t),m,,Ecuaţiile cinematice ale mişcării unui mobil în spaţiu,kinematic equations of the motion of a mobile in space,https://en.wikipedia.org/wiki/Motion_(physics)
,,m,y,f_1(t),f_1(t),m,,Ecuaţiile cinematice ale mişcării unui mobil în spaţiu,kinematic equations of the motion of a mobile in space,https://en.wikipedia.org/wiki/Motion_(physics)
,,m,z,f_1(t),f_1(t),m,,Ecuaţiile cinematice ale mişcării unui mobil în spaţiu,kinematic equations of the motion of a mobile in space,https://en.wikipedia.org/wiki/Motion_(physics)
,,m,"x, y, z",,,,,coordonatele de poziţie ale unui mobil,position coordinates of a mobile,
,,m,t,,,,,timpul,time,https://en.wikipedia.org/wiki/Time
,,t,p * V,m/mu * R * T,m/\mu * R * T,,,Ecuaţia Clapeyron-Mendeleev (ecuaţia de stare termică) pentru gazul ideal,Clapeyron-Mendeleev equation (equation of thermic state) for ideal gas,
,,t,p * V,nu * R * T,\nu * R * T,,,Ecuaţia Clapeyron-Mendeleev (ecuaţia de stare termică) pentru gazul ideal,Clapeyron-Mendeleev equation (equation of thermic state) for ideal gas,
,,t,p * V_mu,R * T,R * T,,,Ecuaţia Clapeyron-Mendeleev (ecuaţia de stare termică) pentru gazul ideal,Clapeyron-Mendeleev equation (equation of thermic state) for ideal gas,
,,t,p,,,,,presiunea gazului,the gas pressure,https://en.wikipedia.org/wiki/Partial_pressure
,,t,V,,,,,volumul gazului,the volume of the gas,https://en.wikipedia.org/wiki/Volume_(thermodynamics)
,,t,T,,,,,temperatura termodinamică a gazului,thermodynamic temperature of the gas,https://en.wikipedia.org/wiki/Thermodynamic_temperature
,,t,m,,,,,masa gazului,the gas mass,https://en.wikipedia.org/wiki/Mass
,,t,mu,,,,,masa unui mol,the mass of a mole,https://en.wikipedia.org/wiki/Mass
,,t,v,,,,,numărul de moli,the number of moles,
,,t,V_mu,,,,,volumul molar,the molar volume,https://en.wikipedia.org/wiki/Molar_volume
,,t,R,,,,,constanta universală a gazelor ideale,universal ideal gas constant ,
,,m,S_1 * v_1,S_2 * v_2,S_2 * v_2,,,Ecuaţia de continuitate,the continuity equation,https://en.wikipedia.org/wiki/Continuity_equation
,,m,"S_1, S_2",,,,,ariile secţiunilor unui tub de curent ,sectional areas of a tube of current,https://en.wikipedia.org/wiki/Cross_section_(geometry)
,,m,"v_1, v_2",,,,,vitezele fluidului prin secţiunile S1 şi S2,fluid velocities through sections S1 and S2,
,,m,E_photon,L + (m * v^2) / 2,L + (m * v^2) / 2,J,,Ecuaţia lui Einstein pentru efect fotoelectric,Einstein's equation for the photoelectric effect,https://en.wikipedia.org/wiki/Photoelectric_effect
,,m,E_photon,bar h * nu,\bar h * nu,J,,energia fotonului,photon energy,https://en.wikipedia.org/wiki/Photon_energy
,,m,L,,,,,lucru mecanic de extracţie al electronului ,extraction mechanical work of the electron,https://en.wikipedia.org/wiki/Work_(physics)
,,m,(m * v^2) / 2,,,,,energia cinetică a fotoelectronului extras,extracted photoelectron kinetic energy ,https://en.wikipedia.org/wiki/Kinetic_energy
,,m,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,,m,nu,,,,,frecvenţa radiaţiei,the frequency of the radiation,https://en.wikipedia.org/wiki/Radiation
,,m,m,,,,,masa electronului,the mass of the electron,https://en.wikipedia.org/wiki/Mass
,,m,v,,,,,viteza electronului,the velocity of the electron,https://en.wikipedia.org/wiki/Velocity
,,t,U,"U(t, a_1, a_2, ... , a_n)","U(t, a_1, a_2, ... , a_n)",J,,Ecuaţia de stare calorică ,caloric state equation,https://en.wikipedia.org/wiki/Caloric_theory
,,t,U,"U(t , V)","U(t , V)",J,,energia internă a sistemului termodinamic din ecuaţia de stare calorică pentru un gaz,internal energy of the thermodynamic system from the equation of caloric state for a gas ,https://en.wikipedia.org/wiki/Caloric_theory
,,t,U,3/2 * nu * R * T,3/2 * \nu * R * T,J,,energia internă a sistemului termodinamic din ecuaţia de stare calorică a gazului ideal monoatomic,internal energy of the thermodynamic system from the equation of caloric state for the ideal monoatomic gas ,https://en.wikipedia.org/wiki/Caloric_theory
,,t,U,3/2 * R * T,3/2 * R * T,J,,energia internă a sistemului termodinamic din ecuaţia de stare calorică pentru un mol de gaz ideal monoatomic,internal energy of the thermodynamic system from the equation of caloric state for a mole of ideal monoatomic gas ,https://en.wikipedia.org/wiki/Caloric_theory
,,t,t,,,,,temperatura empirică,empirical temperature,https://en.wikipedia.org/wiki/Thermodynamics
,,t,"a_1, ..., a_n",,,,,parametri de poziţie,position parameters,
,,t,V,,,,,volumul gazului,the volume of gas,https://en.wikipedia.org/wiki/Volume
,,t,nu,,,,,numărul de moli,the number of moles,
,,t,R,,,,,constanta universală a gazelor perfecte,universal perfect gas constant ,https://en.wikipedia.org/wiki/Gas_constant
,,t,T,,,,,temperatura absolută a gazului ideal,the absolute temperature of the ideal gas,https://en.wikipedia.org/wiki/Gas_constant
,,t,,,,,,Ecuaţia de stare termică ,the equation of thermical state,
,,t,p,"p(t ,V)","p(t ,V)",Pa,,ecuaţia de stare termică a gazului ideal,the equation of thermical state of the ideal gas,
,,t,p * V,nu * N_A * k * T,\nu * N_A * k * T,,,ecuaţia de stare termică a gazului ideal,the equation of thermical state of the ideal gas,
,,t,p * V,nu * R * T,\nu * R * T,,,ecuaţia de stare termică a gazului ideal,the equation of thermical state of the ideal gas,
,,t,p,,,,,presiunea gazului,the gas pressure,https://en.wikipedia.org/wiki/Pressure
,,t,t,,,,,temperatura empirică,empirical temperature,https://en.wikipedia.org/wiki/Temperature
,,t,V,,,,,volumul gazului,the volume of gas,https://en.wikipedia.org/wiki/Volume
,,t,nu,,,,,numărul de moli,the number of moles,
,,t,N_A,,,,,numărul lui Avogadro,Avogadro's number,https://en.wikipedia.org/wiki/Avogadro_constant
,,t,k,,,,,constanta lui Boltzmann,Boltzmann constant,https://en.wikipedia.org/wiki/Boltzmann_constant
,,t,R,,,,,constanta universală a gazelor perfecte,universal perfect gas constant ,https://en.wikipedia.org/wiki/Gas_constant
,,t,p * V_mu,R * T,R * T,,,ecuaţia de stare termică a gazului ideal (pentru un mol),the equation of thermical state of the ideal gas (for a mole)    ,https://en.wikipedia.org/wiki/Gas_constant
,,t,V_mu,,,,,volum molar  ,molar volume,https://en.wikipedia.org/wiki/Volume
,,"m,r",y_p,A * sin( 2 * pi * (t/T - x/lambda)),A * \sin( 2 * \pi * (t/T - x/\lambda)),m,,elongatia punctului P din ecuaţia undei plane,P point elongation of plane wave equation,https://en.wikipedia.org/wiki/Johnson_solid#Names
,,"m,r",y_p,A * sin( 2 * pi / T * (t - x/v)),A * \sin( 2 * \pi / T * (t - x/v)),m,,elongatia punctului P din ecuaţia undei plane,P point elongation of plane wave equation,https://en.wikipedia.org/wiki/Johnson_solid#Names
,,"m,r",y_p,A * sin( omega * (t - x/v)),A * \sin( \omega * (t - x/v)),m,,elongatia punctului P din ecuaţia undei plane,P point elongation of plane wave equation,https://en.wikipedia.org/wiki/Johnson_solid#Names
,,"m,r",A,,,m,,amplitudinea oscilaţiei,the amplitude of oscillation,https://en.wikipedia.org/wiki/Oscillation
,,"m,r",t,,,s,,momentul în care sursa de oscilaţii S are elongatia y,the moment when the source of the oscillation S has the elongation y   momentul în care sursa de oscilaţii S are elongatia y,https://en.wikipedia.org/wiki/Oscillation
,,"m,r",T,,,,,perioada oscilaţiei,oscillation period,https://en.wikipedia.org/wiki/Oscillation
,,"m,r",x,,,m,,distanţa dintre sursa S şi punctul P al mediului omogen şi izotrop,the distance between the source S and the point P of the homogeneous and isotropic environment  distanta dintre sursa S şi punctul P al mediului omogen şi izotrop,
,,"m,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,"m,r",v,,,,,viteza de fază a undei plane ,the phase velocity of the plane wave,https://en.wikipedia.org/wiki/Free_particle
,,"m,r",omega,,,,,pulsatie,pulsation,
,,"o,r",E,E_0 * sin( 2 * pi * (t/T - y/lambda)),E_0 * \sin( 2 * \pi * (t/T - y/\lambda)),V * m^{-1},,Ecuaţia undei plane în cazul undei electromagnetice,the equation for the plane wave in case of the electromagnetic wave,
,,"o,r",B,B_0 * sin( 2 * pi * (t/T - y/lambda)),B_0 * \sin( 2 * \pi * (t/T - y/\lambda)),T,,Ecuaţia undei plane în cazul undei electromagnetice,the equation for the plane wave in case of the electromagnetic wave,
,,"o,r",vec E_0,vec B_0 xx vec v,\vec B_0 xx \vec v,V * m^{-1},,Ecuaţia undei plane în cazul undei electromagnetice,the equation for the plane wave in case of the electromagnetic wave,
,,"o,r",E,,,,,intensitatea câmpului electric,electric field strength,https://en.wikipedia.org/wiki/Electric_field
,,"o,r",E_0,,,,,amplitudinea intensităţii câmpului electric,the amplitude of the electric field intensity,https://en.wikipedia.org/wiki/Electric_field
,,"o,r",T,,,,,perioada oscilaţiei,oscillation period,https://en.wikipedia.org/wiki/Oscillation
,,"o,r",y,,,,,coordonată pe direcţia de propagare a undei a punctului atins de undă ,coordinate on the direction of the propagation of the wave of the point touched by the wave  ,
,,"o,r",lambda,,,,,lungimea de undă a undei eletromagnetice,the wavelength of the eletromagnetic wave ,https://en.wikipedia.org/wiki/Wavelength
,,"o,r",B  ,,,,,inducţia magnetică,magnetic induction,https://en.wikipedia.org/wiki/Electromagnetic_induction
,,"o,r",B_0,,,,,amplitudinea inductiei magnetice,amplitude of magnetic induction,https://en.wikipedia.org/wiki/Electromagnetic_induction
,,"o,r",v,,,,,viteza de propagare a undei electromagnetice,the velocity of propagation of the electromagnetic wave  ,https://en.wikipedia.org/wiki/Velocity_factor
,,o,E_1,E_0 * sin( (2*pi / T) * (t - r_1 / c)),E_0 * \sin( (2*\pi / T) * (t - r_1 / c)),V * m^{-1},,Ecuaţiile undelor coerente în dispozitivul interferenţial Young,the equations of the coherent waves in Young interferential device,https://en.wikipedia.org/wiki/Coherence_length
