id,en_symbol,part_of,math_symbol,math_formula,tex_formula,unit,vars,ro_description,en_description,wiki,auto_translation,poswiki
,,"m,c,a,n",E,const,const,J,,energia mecanică a unui sistem izolat in care acţionează forţe conservative,the mechanical energy of an isolated system in which conservative forces act,https://en.wikipedia.org/wiki/Mechanical_energy,the mechanical energy of an isolated system in which conservative forces act,
,,"m,c,a,n",E_c,,,J,,energia cinetică a sistemului,the kinetic energy of the system,https://en.wikipedia.org/wiki/Kinetic_energy,the kinetic energy of the system,
,,"m,c,a,n",E_p,,,J,,energia potenţială a sistemului,the potential energy of the system,https://en.wikipedia.org/wiki/Potential_energy,the potential energy of the system,
,,"m,c,a,n",E,{m*v^2} / {2} + m*g*h,{m*v^2} / {2} + m*g*h,J,,energia mecanică a unui sistem izolat in câmpul gravitaţional,the mechanical energy of an isolated system in gravitational field,https://en.wikipedia.org/wiki/Mechanical_energy,the mechanical energy of an isolated system in the gravitational field,
,,"m,c,a,n",E_c,{m*v^2} / {2},{m*v^2} / {2},J,,energia cinetică,the kinetic energy,https://en.wikipedia.org/wiki/Kinetic_energy,The kinetic energy,
,,"m,c,a,n",E_p,m*g*h,m*g*h,J,,energia potenţială,the potential energy  ,https://en.wikipedia.org/wiki/Potential_energy,the potential energy,
,,"m,c,a,n",E,{m*v^2} / {2} + k * {y^2} / {2},{m*v^2} / {2} + k * {y^2} / {2},J,,"energia mecanică a unui sistem izolat in câmpul forţelor elastice (oscilatorul liniar armonic, pendulul elastic)","the mechanical energy of an isolated system in the field of elastic forces (linear harmonic oscillator, the elastic pendulum)",https://en.wikipedia.org/wiki/Mechanical_energy,"the mechanical energy of an isolated system in the field of elastic forces (linear harmonic oscillator, the pendulum elastic)",
,,"m,c,a,n",E,{k * A^2} / {2},{k * A^2} / {2},J,,"energia mecanică a unui sistem izolat in câmpul forţelor elastice (oscilatorul liniar armonic, pendulul elastic)","the mechanical energy of an isolated system in the field of elastic forces (linear harmonic oscillator, the elastic pendulum)",https://en.wikipedia.org/wiki/Mechanical_energy,"the mechanical energy of an isolated system in the field of elastic forces (linear harmonic oscillator, the pendulum elastic)",
,,"m,c,a,n",E_c,{m*v^2} / {2},{m*v^2} / {2},J,,energia cinetică a oscilatorului liniar armonic,the kinetic energy of the linear harmonic oscillator,https://en.wikipedia.org/wiki/Kinetic_energy,the kinetic energy of the linear harmonic oscillator,
,,"m,c,a,n",E_p,k * {y^2} / {2},k * {y^2} / {2},J,,energia potenţială a oscilatorului liniar armonic,linear harmonic oscillator potential energy,https://en.wikipedia.org/wiki/Harmonic_oscillator,linear harmonic oscillator potential energy,
,,"m,c,a,n",E_{pmax},{k * A^2} / {2},{k * A^2} / {2},J,,energia potenţială maximă a oscilatorului liniar armonic,linear harmonic oscillator potential energy,https://en.wikipedia.org/wiki/Harmonic_oscillator,Maximum potential energy linear harmonic oscillator,
,,"m,c,a,n",W,W_a + W_x,W_a + W_x,J,,e) energia totală relativistă în reacţiile nucleare,e) the relativistic total energy in nuclear reactions,https://en.wikipedia.org/wiki/Nuclear_reaction,e) the relativistic total energy nuclear reactions,
,,"m,c,a,n",W,W_y + W_b,W_y + W_b,J,,e) energia totală relativistă în reacţiile nucleare,e) the relativistic total energy in nuclear reactions,https://en.wikipedia.org/wiki/Nuclear_reaction,e) the relativistic total energy nuclear reactions,
,,"m,c,a,n",W,m_a * c^2 + E_{ca} + m_x * c^2 + E_{cx},m_a * c^2 + E_{ca} + m_x * c^2 + E_{cx},J,,e) energia totală relativistă în reacţiile nucleare,e) the relativistic total energy in nuclear reactions,https://en.wikipedia.org/wiki/Nuclear_reaction,e) the relativistic total energy nuclear reactions,
,,"m,c,a,n",W,m_y * c^2 + E_{cy} + m_b * c^2 + E_{cb},m_y * c^2 + E_{cy} + m_b * c^2 + E_{cb},J,,e) energia totală relativistă în reacţiile nucleare,e) the relativistic total energy in nuclear reactions,https://en.wikipedia.org/wiki/Nuclear_reaction,e) the relativistic total energy nuclear reactions,
,,"m,c,a,n",W_a,m_a * c^2 + E_{ca},m_a * c^2 + E_{ca},J,,energia totală a particulelor care intră în reacţia nucleară (stare iniţială),the total energy of particles entering in the nuclear reaction (initial condition),https://en.wikipedia.org/wiki/Nuclear_reaction,the total energy of particles entering the nuclear reaction (initial condition),
,,"m,c,a,n",W_x,m_x * c^2 + E_{cx},m_x * c^2 + E_{cx},J,,energia totală a particulelor care intră în reacţia nucleară (stare iniţială),the total energy of particles entering in the nuclear reaction (initial condition),https://en.wikipedia.org/wiki/Nuclear_reaction,the total energy of particles entering the nuclear reaction (initial condition),
,,"m,c,a,n",W_y,m_y * c^2 + E_{cy},m_y * c^2 + E_{cy},J,,energia totală a produselor de reacţie (stare finală),the total energy of the reaction products (final status),,the total energy of the reaction products (final status),
,,"m,c,a,n",W_b,m_b * c^2 + E_{cb},m_b * c^2 + E_{cb},J,,energia totală a produselor de reacţie (stare finală),the total energy of the reaction products (final status),,the total energy of the reaction products (final status),
,,"m,c,a,n",m_a,,,J,,masele de repaus ale particulelor,rest masses of the particles,https://en.wikipedia.org/wiki/Invariant_mass,rest particle masses,
,,"m,c,a,n",c,,,,,viteza luminii in vid,velocity of light in vacuum,https://en.wikipedia.org/wiki/Speed_of_light,speed of light in vacuum,
,,"m,c,a,n",m_a*c^2,,,,,energiile de repaus ale particulelor,rest energies of the particles,https://en.wikipedia.org/wiki/Invariant_mass#Rest_energy,rest energies of the particles,
,,"m,c,a,n",E_{ca},,,,,energiile cinetice ale particulelor,kinetic energies of particles,https://en.wikipedia.org/wiki/Kinetic_energy,kinetic energies of particles,
,,m,vec P_i,vec P_f,\vec P_f,kg * m * s^{-1},,impulsul iniţial al sistemului din Legea de conservare a impulsului,initial impulse of the system in the Impulse conservation law,,System initial impulse of momentum conservation law,
,,m,vec P_i,vec p_1 + vec p_2 + cdots,\vec p_1 + \vec p_2 + \cdots,kg * m * s^{-1},,impulsul iniţial al sistemului din Legea de conservare a impulsului,initial impulse of the system in the Impulse conservation law,https://en.wikipedia.org/wiki/Impulse_(physics),System initial impulse of momentum conservation law,
,,m,vec P_f,vec P_i,\vec P_i,kg * m * s^{-1},,impulsul final al sistemului din Legea de conservare a impulsului,final impulse of the system in the Impulse conservation law,https://en.wikipedia.org/wiki/Impulse_(physics),final push of the system of law of conservation of momentum,
,impulsul final al sistemului din Legea de conservare a impulsului,m,vec P_f,vec p_1' + vec p_2' + cdots,\vec p_1' + \vec p_2' + \cdots,kg * m * s^{-1},,,final impulse of the system in the Impulse conservation law,https://en.wikipedia.org/wiki/Impulse_(physics),final push of the system of law of conservation of momentum,
,,m,vec p_1,,,,,impulsurile iniţiale ale corpurilor sistemului imediat înainte de ciocnire,initial impulses of the bodies of the system immediately before the collision,https://en.wikipedia.org/wiki/Impulse_(physics),initial impulses of bodies immediately before the collision system,
,,m,vec p_1',,,,,impulsurile finale ale corpurilor sistemului imediat după ciocnire,final impulses of the bodies of the system immediately after the collision,https://en.wikipedia.org/wiki/Impulse_(physics),Final impulses of bodies immediately after the collision system,
,,m,vec P_i,m_1 * vec v_1 + m_2 * vec v_2,m_1 * \vec v_1 + m_2 * \vec v_2,,,"impulsul iniţial al sistemului din ciocnirea perfect elastică, din Legea de conservare a impulsului","the initial moment of the system in perfectly elastic collision, from the Law of conservation of the impulse",https://en.wikipedia.org/wiki/Impulse_(physics),"The initial momentum of the system perfectly elastic collision, the law of conservation of momentum",
,,m,vec P_f,m_1 * vec v_1' + m_2 * vec v_2',m_1 * \vec v_1' + m_2 * \vec v_2',,,"impulsul final al sistemului din ciocnirea perfect elastică, din Legea de conservare a impulsului","the final moment of the system in perfectly elastic collision, from the Law of conservation of the impulse",https://en.wikipedia.org/wiki/Impulse_(physics),"final push system of perfectly elastic collision, the law of conservation of momentum",
,,m,m_1 * vec v_1,,,,,impulsurile particulelor înainte de ciocnire,particles impulses before the collision,https://en.wikipedia.org/wiki/Impulse_(physics),particles before the collision impulses,
,,m,m_1 * vec v_1',,,,,impulsurile particulelor după ciocnire,particles impulses after the collision,https://en.wikipedia.org/wiki/Impulse_(physics),impulses particles after the collision,
,,m,vec P_i,m_1 * vec v_1 + m_2 * vec v_2,m_1 * \vec v_1 + m_2 * \vec v_2,,,"impulsul iniţial al sistemului din ciocnirea plastică (total neelastică), din Legea de conservare a impulsului","initial impulse of the system from the plastic clash (total inelastic), from the Law of conservation of the impulse",https://en.wikipedia.org/wiki/Impulse_(physics),"System initial impulse from the clash plastic (total inelastic), the law of conservation of momentum",
,,m,vec P_f,(m_1 + m_2) * vec v',(m_1 + m_2) * \vec v',,,"impulsul final al sistemului din ciocnirea plastică (total neelastică), din Legea de conservare a impulsului","final impulse of the system from the plastic clash (total inelastic), from the Law of conservation of the impulse",https://en.wikipedia.org/wiki/Impulse_(physics),"momentum of the operator of collision plastic (total inelastic), the law of conservation of momentum",
,,m,m_1 * vec v_1,,,,,impulsurile particulelor înainte de ciocnire,particles impulses before the collision ,https://en.wikipedia.org/wiki/Impulse_(physics),particles before the collision impulses,
,,m,(m_1 + m_2) * vec v',,,,,impulsul corpului nou format după ciocnire,the newly body impulse formed after collision,https://en.wikipedia.org/wiki/Impulse_(physics),The newly formed body momentum after collision,
,,m,vec p_a + vec p_x,vec p_b + vec p_y,\vec p_b + \vec p_y,,,impulsul pentru reacţie nucleară,the impulse for nuclear reaction,https://en.wikipedia.org/wiki/Nuclear_reaction,momentum for nuclear reaction,
,,m,vec p_x,vec 0,\vec 0,,,impulsul pentru reacţie nucleară,the impulse for nuclear reaction,https://en.wikipedia.org/wiki/Nuclear_reaction,momentum for nuclear reaction,
,,m,p_y^2,p_a^2 + p_b^2 - 2 * p_a * p_b * cos(theta),p_a^2 + p_b^2 - 2 * p_a * p_b * \cos(\theta),,,impulsul pentru reacţie nucleară,the impulse for nuclear reaction ,https://en.wikipedia.org/wiki/Nuclear_reaction,momentum for nuclear reaction,
,,m,"p_a,p_b,p_x,p_y",,,,,impulsurile particulelor care participă la reacţia nucleară,the impulses of the particles participating in the nuclear reaction,https://en.wikipedia.org/wiki/Impulse_(physics),pulses the nuclear particles participating in the reaction,
,,m,theta,,,,,unghiul dintre vector Pa şi vector Pb considerând nucleul X în repaus,"the angle between vector Pa and vector Pb, considering the X nucleus in rest",https://en.wikipedia.org/wiki/Angle,Pa angle between vector and vector Pb considering resting nucleus X,
,,m,vec L,vec r xx vec p,\vec r xx \vec p,,,momentul cinetic al unui punct material din Legea de conservare a momentului cinetic pentru un punct material,kinetic moment of a material point in the Law of conservation of a kinetic moment of a material point,,the angular momentum of a material point of law of conservation of angular momentum for a material point,
,,m,vec L,const,const,,,momentul cinetic al unui punct material din Legea de conservare a momentului cinetic pentru un punct material,kinetic moment of a material point in the Law of conservation of a kinetic moment of a material point,,the angular momentum of a material point of law of conservation of angular momentum for a material point,
,,m,vec p,,,,,impulsul punctului material,material point impulse,https://en.wikipedia.org/wiki/Impulse_(physics),momentum of the material point,
,,m,vec r,,,,,vectorul de poziţie a punctului material,position vector of the material point,https://en.wikipedia.org/wiki/Position_(vector),point position vector material,
,,m,Delta vec L,Delta t * vec M,\Delta t * \vec M,,,variaţia momentului cinetic,kinetic moment variation,,change in momentum,
,,m,Delta t,,,,,intervalul de timp,time interval,https://en.wikipedia.org/wiki/Time,the time,
,,m,vec M,{Delta vec L} / {Delta t},{\Delta \vec L} / {\Delta t},,,momentul forţei,force moment,https://en.wikipedia.org/wiki/Torque,time force,
,,m,vec M,vec r * vec F,\vec r * \vec F,,,momentul forţei,force moment,https://en.wikipedia.org/wiki/Torque,time force,
,,m,vec M,vec 0,\vec 0,,,momentul forţei,force moment,https://en.wikipedia.org/wiki/Torque,time force,
,,m,vec F,,,,,forţa,force moment,https://en.wikipedia.org/wiki/Torque,force,
,,n,A,A_a + A_x,A_a + A_x,,,"Suma numerelor de masă ale particulelor care intră, respectiv ies, din reacția nucleara, Legea de conservare a numărului de nucleoni","mass numbers sum of the particles entering, respectively leaving from the nuclear reaction, The law of the conservation of the number of nucleons",https://en.wikipedia.org/wiki/Mass_number,"The amount of mass numbers of particles entering or leaving, the nuclear reaction, law of conservation of the number of nucleons",
,,n,A,A_b + A_y,A_b + A_y,,,"Suma numerelor de masă ale particulelor care intră, respectiv ies, din reacția nucleara, Legea de conservare a numărului de nucleoni","mass numbers sum of the particles entering, respectively leaving from the nuclear reaction, The law of the conservation of the number of nucleons",https://en.wikipedia.org/wiki/Mass_number,"The amount of mass numbers of particles entering or leaving, the nuclear reaction, law of conservation of the number of nucleons",
,,n,"A_a,A_b,A_x,A_y",,,,,numerele de masă ale particulelor care participă la reacţia nucleară,the mass numbers of the particles participating in the reaction nuclear,https://en.wikipedia.org/wiki/Mass_number,The mass numbers of the particles participating in the reaction nuclear,
,,n,Q,(Z_a + Z_x) * e,(Z_a + Z_x) * e,,,"sarcina electrică a particulelor care intră, respectiv ies; Legea de conservare a sarcinii",electrical charge of the particles entering or leaving; Law of conservation of charge,,electrical charge of the particles entering or leaving; Law of conservation of pregnancy,
,,n,Q,(Z_y + Z_b) * e,(Z_y + Z_b) * e,,,"sarcina electrică a particulelor care intră, respectiv ies; Legea de conservare a sarcinii",electrical charge of the particles entering or leaving; Law of conservation of charge,,electrical charge of the particles entering or leaving; Law of conservation of pregnancy,
